,ID,Reason_absence,Month_absence,Day_week,Seasons,Transportation_expense,Distance_Residence_Work,Service_time,Age,Work_load_Average_day,Hit_target,Disciplinary_failure,Education,Son,Social_drinker,Social_smoker,Pet,Weight,Height,Body_mass_index,Absenteeism_hours
108,3,28,3,6,3,179,51,18,38,"244,387",98,0,1,0,1,0,0,89,170,31,8
109,3,28,6,2,1,179,51,18,38,"253,957",95,0,1,0,1,0,0,89,170,31,2
110,3,6,11,3,4,179,51,18,38,"284,031",97,0,1,0,1,0,0,89,170,31,8
111,3,10,2,5,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,8
112,3,27,2,2,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,2
113,3,28,3,2,2,179,51,18,38,"244,387",98,0,1,0,1,0,0,89,170,31,2
114,3,28,11,6,4,179,51,18,38,"268,519",93,0,1,0,1,0,0,89,170,31,1
115,3,28,11,2,4,179,51,18,38,"268,519",93,0,1,0,1,0,0,89,170,31,1
116,3,0,6,6,3,179,51,18,38,"253,957",95,1,1,0,1,0,0,89,170,31,0
117,3,23,7,4,1,179,51,18,38,"239,554",97,0,1,0,1,0,0,89,170,31,4
118,3,27,2,2,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
119,3,27,2,4,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
120,3,28,1,6,2,179,51,18,38,"330,061",100,0,1,0,1,0,0,89,170,31,1
121,3,28,12,5,4,179,51,18,38,"236,629",93,0,1,0,1,0,0,89,170,31,1
122,3,28,1,4,2,179,51,18,38,"330,061",100,0,1,0,1,0,0,89,170,31,1
123,3,28,12,6,4,179,51,18,38,"236,629",93,0,1,0,1,0,0,89,170,31,1
124,3,13,11,5,4,179,51,18,38,"306,345",93,0,1,0,1,0,0,89,170,31,8
125,3,13,4,4,3,179,51,18,38,"326,452",96,0,1,0,1,0,0,89,170,31,24
126,3,13,12,3,4,179,51,18,38,"280,549",98,0,1,0,1,0,0,89,170,31,32
127,3,13,3,3,2,179,51,18,38,"343,253",95,0,1,0,1,0,0,89,170,31,24
128,3,23,9,6,4,179,51,18,38,"241,476",92,0,1,0,1,0,0,89,170,31,3
129,3,10,3,2,2,179,51,18,38,"222,196",99,0,1,0,1,0,0,89,170,31,4
130,3,23,9,2,1,179,51,18,38,"261,756",87,0,1,0,1,0,0,89,170,31,4
131,3,23,9,3,1,179,51,18,38,"241,476",92,0,1,0,1,0,0,89,170,31,3
132,3,23,10,6,4,179,51,18,38,"253,465",93,0,1,0,1,0,0,89,170,31,3
133,3,25,8,2,1,179,51,18,38,"249,797",93,0,1,0,1,0,0,89,170,31,4
134,3,25,8,5,1,179,51,18,38,"249,797",93,0,1,0,1,0,0,89,170,31,4
135,3,23,9,3,1,179,51,18,38,"241,476",92,0,1,0,1,0,0,89,170,31,4
136,3,23,10,3,4,179,51,18,38,"253,465",93,0,1,0,1,0,0,89,170,31,3
137,3,23,9,4,4,179,51,18,38,"241,476",92,0,1,0,1,0,0,89,170,31,3
138,3,28,4,2,3,179,51,18,38,"239,409",98,0,1,0,1,0,0,89,170,31,4
139,3,28,4,4,3,179,51,18,38,"239,409",98,0,1,0,1,0,0,89,170,31,4
140,3,21,11,3,4,179,51,18,38,"268,519",93,0,1,0,1,0,0,89,170,31,1
141,3,21,7,2,1,179,51,18,38,"239,554",97,0,1,0,1,0,0,89,170,31,8
142,4,0,0,3,1,118,14,13,40,"271,219",95,0,1,1,1,0,8,98,170,34,0
143,5,26,5,4,3,235,20,13,43,"237,656",99,0,1,1,1,0,0,106,167,38,8
144,5,0,9,5,1,235,20,13,43,"294,217",81,1,1,1,1,0,0,106,167,38,0
145,5,13,5,2,3,235,20,13,43,"246,074",99,0,1,1,1,0,0,106,167,38,16
146,5,26,1,2,2,235,20,13,43,"330,061",100,0,1,1,1,0,0,106,167,38,8
147,5,26,11,2,4,235,20,13,43,"284,031",97,0,1,1,1,0,0,106,167,38,8
148,5,13,12,3,2,235,20,13,43,"236,629",93,0,1,1,1,0,0,106,167,38,8
149,5,26,6,3,3,235,20,13,43,"253,957",95,0,1,1,1,0,0,106,167,38,8
150,5,23,10,2,4,235,20,13,43,"265,017",88,0,1,1,1,0,0,106,167,38,2
151,5,23,10,2,4,235,20,13,43,"265,017",88,0,1,1,1,0,0,106,167,38,2
152,5,26,12,6,4,235,20,13,43,"280,549",98,0,1,1,1,0,0,106,167,38,8
153,5,26,7,2,1,235,20,13,43,"230,290",92,0,1,1,1,0,0,106,167,38,8
154,5,26,8,3,1,235,20,13,43,"249,797",93,0,1,1,1,0,0,106,167,38,8
155,5,26,9,4,4,235,20,13,43,"294,217",81,0,1,1,1,0,0,106,167,38,8
156,5,19,9,3,1,235,20,13,43,"241,476",92,0,1,1,1,0,0,106,167,38,8
157,5,0,10,4,4,235,20,13,43,"265,017",88,1,1,1,1,0,0,106,167,38,0
158,5,0,10,6,4,235,20,13,43,"265,017",88,1,1,1,1,0,0,106,167,38,0
159,5,0,11,5,4,235,20,13,43,"268,519",93,1,1,1,1,0,0,106,167,38,0
160,5,26,7,4,1,235,20,13,43,"264,604",93,0,1,1,1,0,0,106,167,38,4
161,5,0,9,5,4,235,20,13,43,"294,217",81,1,1,1,1,0,0,106,167,38,0
162,6,22,2,2,2,189,29,13,33,"251,818",96,0,1,2,0,0,2,69,167,25,8
163,6,22,7,3,1,189,29,13,33,"264,604",93,0,1,2,0,0,2,69,167,25,16
164,6,23,10,2,4,189,29,13,33,"284,853",91,0,1,2,0,0,2,69,167,25,8
165,6,11,7,5,1,189,29,13,33,"239,554",97,0,1,2,0,0,2,69,167,25,8
166,6,22,11,2,4,189,29,13,33,"306,345",93,0,1,2,0,0,2,69,167,25,8
167,6,13,4,5,3,189,29,13,33,"246,288",91,0,1,2,0,0,2,69,167,25,8
168,6,23,2,5,2,189,29,13,33,"302,585",99,0,1,2,0,0,2,69,167,25,8
169,6,19,2,5,2,189,29,13,33,"302,585",99,0,1,2,0,0,2,69,167,25,8
170,7,0,11,3,4,279,5,14,39,"284,031",97,1,1,2,1,1,0,68,168,24,0
171,7,14,3,5,3,279,5,14,39,"343,253",95,0,1,2,1,1,0,68,168,24,16
172,7,14,3,2,2,279,5,14,39,"343,253",95,0,1,2,1,1,0,68,168,24,8
173,7,7,7,5,1,279,5,14,39,"239,554",97,0,1,2,1,1,0,68,168,24,4
174,7,23,7,5,1,279,5,14,39,"230,290",92,0,1,2,1,1,0,68,168,24,2
175,7,0,5,4,3,279,5,14,39,"378,884",92,1,1,2,1,1,0,68,168,24,0
176,8,0,9,3,1,231,35,14,39,"294,217",81,1,1,2,1,0,2,100,170,35,0
177,8,0,0,4,2,231,35,14,39,"271,219",95,0,1,2,1,0,2,100,170,35,0
178,9,25,3,4,2,228,14,16,58,"222,196",99,0,1,2,0,0,1,65,172,22,2
179,9,12,3,3,2,228,14,16,58,"222,196",99,0,1,2,0,0,1,65,172,22,112
180,9,18,5,4,3,228,14,16,58,"246,074",99,0,1,2,0,0,1,65,172,22,8
181,9,1,10,4,4,228,14,16,58,"284,853",91,0,1,2,0,0,1,65,172,22,1
182,9,18,8,3,1,228,14,16,58,"265,615",94,0,1,2,0,0,1,65,172,22,8
183,9,6,7,3,1,228,14,16,58,"264,604",93,0,1,2,0,0,1,65,172,22,120
184,9,12,3,3,2,228,14,16,58,"222,196",99,0,1,2,0,0,1,65,172,22,112
185,9,6,7,3,1,228,14,16,58,"264,604",93,0,1,2,0,0,1,65,172,22,120
186,9,6,7,2,1,228,14,16,58,"264,604",93,0,1,2,0,0,1,65,172,22,8
187,9,25,3,3,2,228,14,16,58,"222,196",99,0,1,2,0,0,1,65,172,22,3
188,10,22,7,6,1,361,52,3,28,"239,554",97,0,1,1,1,0,4,80,172,27,8
189,10,22,11,3,4,361,52,3,28,"268,519",93,0,1,1,1,0,4,80,172,27,8
190,10,10,10,2,4,361,52,3,28,"265,017",88,0,1,1,1,0,4,80,172,27,8
191,10,22,3,4,2,361,52,3,28,"244,387",98,0,1,1,1,0,4,80,172,27,8
192,10,22,7,6,1,361,52,3,28,"230,290",92,0,1,1,1,0,4,80,172,27,8
193,10,25,8,2,1,361,52,3,28,"205,917",92,0,1,1,1,0,4,80,172,27,7
194,10,23,4,3,3,361,52,3,28,"246,288",91,0,1,1,1,0,4,80,172,27,2
195,10,22,6,2,3,361,52,3,28,"377,550",94,0,1,1,1,0,4,80,172,27,8
196,10,22,12,4,4,361,52,3,28,"261,306",97,0,1,1,1,0,4,80,172,27,8
197,10,23,8,2,1,361,52,3,28,"205,917",92,0,1,1,1,0,4,80,172,27,1
198,10,23,5,5,3,361,52,3,28,"246,074",99,0,1,1,1,0,4,80,172,27,1
199,10,22,7,4,1,361,52,3,28,"264,604",93,0,1,1,1,0,4,80,172,27,8
200,10,14,12,5,4,361,52,3,28,"280,549",98,0,1,1,1,0,4,80,172,27,4
201,10,22,9,3,4,361,52,3,28,"261,756",87,0,1,1,1,0,4,80,172,27,8
202,10,8,8,3,1,361,52,3,28,"265,615",94,0,1,1,1,0,4,80,172,27,8
203,10,22,5,6,3,361,52,3,28,"378,884",92,0,1,1,1,0,4,80,172,27,8
204,10,23,10,6,4,361,52,3,28,"253,465",93,0,1,1,1,0,4,80,172,27,1
205,10,7,5,2,3,361,52,3,28,"237,656",99,0,1,1,1,0,4,80,172,27,8
206,10,19,4,3,3,361,52,3,28,"246,288",91,0,1,1,1,0,4,80,172,27,8
207,10,13,8,2,1,361,52,3,28,"205,917",92,0,1,1,1,0,4,80,172,27,40
208,10,19,3,2,2,361,52,3,28,"222,196",99,0,1,1,1,0,4,80,172,27,8
209,10,22,12,4,4,361,52,3,28,"261,306",97,0,1,1,1,0,4,80,172,27,8
210,10,28,11,2,4,361,52,3,28,"268,519",93,0,1,1,1,0,4,80,172,27,2
211,10,22,7,3,1,361,52,3,28,"275,312",98,0,1,1,1,0,4,80,172,27,8
212,11,26,8,3,1,289,36,13,33,"249,797",93,0,1,2,1,0,1,90,172,30,8
213,11,19,8,6,1,289,36,13,33,"265,615",94,0,1,2,1,0,1,90,172,30,8
214,11,26,10,2,4,289,36,13,33,"265,017",88,0,1,2,1,0,1,90,172,30,8
215,11,13,1,4,2,289,36,13,33,"313,532",96,0,1,2,1,0,1,90,172,30,8
216,11,19,10,5,4,289,36,13,33,"265,017",88,0,1,2,1,0,1,90,172,30,16
217,11,23,7,5,1,289,36,13,33,"239,554",97,0,1,2,1,0,1,90,172,30,2
218,11,0,9,3,4,289,36,13,33,"241,476",92,1,1,2,1,0,1,90,172,30,0
219,11,22,7,2,1,289,36,13,33,"230,290",92,0,1,2,1,0,1,90,172,30,8
220,11,24,11,4,4,289,36,13,33,"268,519",93,0,1,2,1,0,1,90,172,30,8
221,11,23,8,3,1,289,36,13,33,"265,615",94,0,1,2,1,0,1,90,172,30,4
222,11,26,7,3,1,289,36,13,33,"239,554",97,0,1,2,1,0,1,90,172,30,4
223,11,0,11,4,4,289,36,13,33,"268,519",93,1,1,2,1,0,1,90,172,30,0
224,11,14,7,3,1,289,36,13,33,"264,604",93,0,1,2,1,0,1,90,172,30,8
225,11,13,4,5,3,289,36,13,33,"326,452",96,0,1,2,1,0,1,90,172,30,16
226,11,7,11,4,4,289,36,13,33,"306,345",93,0,1,2,1,0,1,90,172,30,24
227,11,19,9,4,1,289,36,13,33,"294,217",81,0,1,2,1,0,1,90,172,30,24
228,11,19,3,2,3,289,36,13,33,"222,196",99,0,1,2,1,0,1,90,172,30,104
229,11,24,8,3,1,289,36,13,33,"205,917",92,0,1,2,1,0,1,90,172,30,8
230,11,23,3,4,2,289,36,13,33,"222,196",99,0,1,2,1,0,1,90,172,30,8
231,11,22,1,5,2,289,36,13,33,"308,593",95,0,1,2,1,0,1,90,172,30,3
232,11,18,8,4,1,289,36,13,33,"205,917",92,0,1,2,1,0,1,90,172,30,8
233,11,18,8,2,1,289,36,13,33,"205,917",92,0,1,2,1,0,1,90,172,30,8
234,11,19,7,2,1,289,36,13,33,"275,312",98,0,1,2,1,0,1,90,172,30,32
235,11,13,5,4,3,289,36,13,33,"378,884",92,0,1,2,1,0,1,90,172,30,24
236,11,6,3,5,2,289,36,13,33,"343,253",95,0,1,2,1,0,1,90,172,30,8
237,11,19,4,3,3,289,36,13,33,"326,452",96,0,1,2,1,0,1,90,172,30,8
238,11,13,5,4,3,289,36,13,33,"378,884",92,0,1,2,1,0,1,90,172,30,8
239,11,23,8,2,1,289,36,13,33,"265,615",94,0,1,2,1,0,1,90,172,30,1
240,11,23,8,3,1,289,36,13,33,"205,917",92,0,1,2,1,0,1,90,172,30,1
241,11,22,2,6,2,289,36,13,33,"302,585",99,0,1,2,1,0,1,90,172,30,8
242,11,22,3,6,3,289,36,13,33,"244,387",98,0,1,2,1,0,1,90,172,30,8
243,11,22,10,6,4,289,36,13,33,"265,017",88,0,1,2,1,0,1,90,172,30,8
244,11,19,12,2,2,289,36,13,33,"236,629",93,0,1,2,1,0,1,90,172,30,8
245,11,26,1,2,2,289,36,13,33,"330,061",100,0,1,2,1,0,1,90,172,30,8
246,11,24,10,2,4,289,36,13,33,"265,017",88,0,1,2,1,0,1,90,172,30,8
247,11,26,7,4,1,289,36,13,33,"275,312",98,0,1,2,1,0,1,90,172,30,8
248,11,19,7,5,1,289,36,13,33,"275,312",98,0,1,2,1,0,1,90,172,30,8
249,11,22,2,6,2,289,36,13,33,"251,818",96,0,1,2,1,0,1,90,172,30,3
250,11,18,1,3,2,289,36,13,33,"308,593",95,0,1,2,1,0,1,90,172,30,8
251,11,26,10,4,4,289,36,13,33,"253,465",93,0,1,2,1,0,1,90,172,30,8
252,12,19,7,6,1,233,51,1,31,"264,604",93,0,2,1,1,0,8,68,178,21,2
253,12,19,6,6,3,233,51,1,31,"275,089",96,0,2,1,1,0,8,68,178,21,8
254,12,18,12,2,4,233,51,1,31,"280,549",98,0,2,1,1,0,8,68,178,21,8
255,12,22,6,4,1,233,51,1,31,"275,089",96,0,2,1,1,0,8,68,178,21,3
256,12,22,6,5,1,233,51,1,31,"275,089",96,0,2,1,1,0,8,68,178,21,8
257,12,12,2,4,2,233,51,1,31,"264,249",97,0,2,1,1,0,8,68,178,21,3
258,12,19,2,2,2,233,51,1,31,"264,249",97,0,2,1,1,0,8,68,178,21,2
259,13,23,10,3,4,369,17,12,31,"284,853",91,0,1,3,1,0,0,70,169,25,8
260,13,26,11,6,4,369,17,12,31,"268,519",93,0,1,3,1,0,0,70,169,25,8
261,13,23,9,3,4,369,17,12,31,"261,756",87,0,1,3,1,0,0,70,169,25,8
262,13,10,10,6,4,369,17,12,31,"284,853",91,0,1,3,1,0,0,70,169,25,8
263,13,26,10,3,4,369,17,12,31,"284,853",91,0,1,3,1,0,0,70,169,25,8
264,13,22,10,2,4,369,17,12,31,"265,017",88,0,1,3,1,0,0,70,169,25,8
265,13,10,5,2,3,369,17,12,31,"246,074",99,0,1,3,1,0,0,70,169,25,8
266,13,0,9,4,4,369,17,12,31,"241,476",92,1,1,3,1,0,0,70,169,25,0
267,13,22,4,2,3,369,17,12,31,"239,409",98,0,1,3,1,0,0,70,169,25,4
268,13,0,3,4,2,369,17,12,31,"244,387",98,1,1,3,1,0,0,70,169,25,0
269,13,10,10,5,4,369,17,12,31,"284,853",91,0,1,3,1,0,0,70,169,25,8
270,13,23,10,3,4,369,17,12,31,"284,853",91,0,1,3,1,0,0,70,169,25,3
271,13,22,3,4,3,369,17,12,31,"222,196",99,0,1,3,1,0,0,70,169,25,8
272,13,13,7,2,1,369,17,12,31,"264,604",93,0,1,3,1,0,0,70,169,25,80
273,13,7,4,2,3,369,17,12,31,"246,288",91,0,1,3,1,0,0,70,169,25,24
274,14,11,11,2,4,155,12,14,34,"284,031",97,0,1,2,1,0,0,95,196,25,120
275,14,1,3,2,2,155,12,14,34,"343,253",95,0,1,2,1,0,0,95,196,25,16
276,14,6,11,6,4,155,12,14,34,"306,345",93,0,1,2,1,0,0,95,196,25,8
277,14,28,4,3,3,155,12,14,34,"326,452",96,0,1,2,1,0,0,95,196,25,1
278,14,23,9,4,1,155,12,14,34,"241,476",92,0,1,2,1,0,0,95,196,25,2
279,14,23,1,2,2,155,12,14,34,"330,061",100,0,1,2,1,0,0,95,196,25,2
280,14,18,1,3,2,155,12,14,34,"308,593",95,0,1,2,1,0,0,95,196,25,8
281,14,28,5,2,3,155,12,14,34,"378,884",92,0,1,2,1,0,0,95,196,25,1
282,14,28,5,2,3,155,12,14,34,"378,884",92,0,1,2,1,0,0,95,196,25,2
283,14,25,7,6,1,155,12,14,34,"275,312",98,0,1,2,1,0,0,95,196,25,2
284,14,28,2,5,2,155,12,14,34,"302,585",99,0,1,2,1,0,0,95,196,25,2
285,14,28,5,5,3,155,12,14,34,"378,884",92,0,1,2,1,0,0,95,196,25,2
286,14,23,6,2,3,155,12,14,34,"377,550",94,0,1,2,1,0,0,95,196,25,4
287,14,18,1,3,2,155,12,14,34,"313,532",96,0,1,2,1,0,0,95,196,25,8
288,14,25,2,2,2,155,12,14,34,"264,249",97,0,1,2,1,0,0,95,196,25,5
289,14,13,3,3,2,155,12,14,34,"343,253",95,0,1,2,1,0,0,95,196,25,8
290,14,10,5,6,3,155,12,14,34,"237,656",99,0,1,2,1,0,0,95,196,25,8
291,14,23,9,3,1,155,12,14,34,"261,756",87,0,1,2,1,0,0,95,196,25,2
